user_id,gender,age,id,income
135,Female,55.0,37a97f6e09784a07bbb67bc6539f1a00,66000.0
136,Female,45.0,77927096ab4144fa930b4cadd4773cc2,31000.0
137,Female,52.0,acbc358a8bf44ba88d0de1f2bec5b2ab,30000.0
138,Female,39.0,8ca29d07b300474786a6016fe76174dd,55000.0
139,Female,77.0,88baa20c29a94178a43a7d68e5f039d4,69000.0
140,Female,66.0,a2bd377c7ab74d93bbfd87f70043a9f8,60000.0
141,Male,69.0,23f9e3baf42b43148fee9bbbc3530c7a,87000.0
142,Female,74.0,8486e692a5f94d179d507eaca848ecbd,53000.0
144,Male,75.0,49f22e86d2db41878778d70958dc744e,87000.0
145,Male,59.0,28de174a5c854dd1be3187dc6edae45b,85000.0
146,Female,47.0,a1eb338ccbca4cc88c9366939f16d819,66000.0
147,Female,20.0,220a39cdfd6b41268c43a2e588fcb7e0,69000.0
148,Female,60.0,0c89378f14804b42b6e63e4dc26e8d3e,108000.0
149,Female,65.0,464d2302b99b46ad8eb3e42e1b849c24,61000.0
150,Female,33.0,3f36bc1d5fc0499b9f96f62348f0f9b0,43000.0
151,Male,39.0,fe97aa22dd3e48c8b143116a8403dd52,67000.0
152,Female,49.0,dbca75f289544e09836322ba2e104854,59000.0
153,Female,68.0,c863af14b3654499b1caea5e640136d2,58000.0
154,Female,42.0,d7dc31e069124ef49e1bb937cb89f41c,80000.0
155,Female,72.0,1827da57bb924833a6f73c79b5f2bbc5,33000.0
156,Male,18.0,721eb06ac285463aa6e1184e0ea9b7f0,49000.0
157,Male,32.0,d594b1f288674594a02c8527e5837ade,42000.0
158,Female,67.0,0f54094029ca4107bfd36203aeb3ed14,50000.0
159,Female,52.0,5f18c5754dc04baaa1267c823f877a85,42000.0
160,Female,38.0,d8567f1400d8486cb31c6abba64389ec,64000.0
161,Male,60.0,30fae86966114f6e83c3043b22b6b7c4,77000.0
162,Male,62.0,fd700397b7c8440baa70d5539926c5a0,77000.0
163,Male,55.0,4293153650e04742b310ac06cd3810e9,51000.0
164,Female,22.0,2ce2e03319c7446ca9c379b4589da19b,63000.0
165,Female,34.0,4d15a2a5ac134c58971b910b859bec24,41000.0
166,Female,46.0,127cd9d95e6247e5b92bff64d6205a94,60000.0
167,Female,25.32335649368502,4e233f02eff840c7a3e5ec15d55d7d23,67000.0
168,Male,51.0,3ecb372184104ff7bad0f0f60cb56e29,85000.0
170,Male,53.0,8a37057f57c4495fb98dfcc8b909b09f,85000.0
171,Female,51.0,11da2f066d3943699d10b61fd276fd1a,92000.0
173,Female,48.0,21b02228cd4441b49bf0b5ff046f4b75,44000.0
174,Female,52.0,629fc02d56414d91bca360decdfa9288,72000.0
176,Female,62.0,c87b50fcdd4a4d2faacff6112243a8dd,53000.0
177,Female,42.0,91dc71c4e9bd45b0861825c32f5ee8f9,62000.0
178,Female,55.0,3bd5ba038a5c46cc94e8cd5e5739c967,65000.0
179,Male,27.0,92214286965d4eb1ad14dc8b0b04a20f,50000.0
180,Female,68.0,37155a5f4ff248529399c95472186879,107000.0
181,Male,74.0,c84fe4915ef74c7f9e81b003d3ecf54c,83000.0
182,Female,77.0,041fd7c6b796430a867c4e03d2ff8f4d,66000.0
183,Female,35.0,9e91e04b9a344f4e948728bf127967b6,72000.0
184,Male,50.0,348bdc19d65f49b8b98f72c59e64cd89,69000.0
185,Female,45.0,c74beaa959a742309ba8350b7d472676,94000.0
186,Female,27.633708980216866,c79da41557894c7eacc5c0156dc1f4dc,87000.0
187,Female,40.0,8cc1a1bd309842bfaafd4483d994579b,57000.0
188,Female,66.0,83e2ccc1d4374c14865e8e2cf16007dd,34000.0
189,Female,52.0,17c803219d1348d4a016691c947de0ed,63000.0
190,Male,57.0,791ffe6d3dc848d2b233129a8096f7ab,89000.0
191,Female,68.0,2204f8ff966f48db90246bd7b5918a7f,69000.0
192,Female,21.0,0b9cac742f534951b5af48395dfe6879,52000.0
193,Female,61.0,b818e955451b47db9fc8767fa45e464e,44000.0
195,Male,58.0,a9ecb39d93d74696a9d6ddd5355329ff,54000.0
196,Male,67.0,0d18c37c8b58459f8aa6af2f7b541357,54000.0
197,Female,24.0,d250372c924747d8ac9a8fa88f584bc3,61000.0
199,Female,26.0,3cea9c09fefb4c33ae2f0aa604af7eb4,35000.0
200,Male,71.0,87efa556dd48400cb4231a273e088bcf,105000.0
201,Male,69.0,4e4c47b460b1414c8ddd459b61f84b9e,64000.0
202,Female,21.963850695050038,accec36a10704e1fbaeb9b28b8bc5da8,93000.0
203,Female,62.0,d1a6fe4c241e4dbf8a4da6fd6c714ac5,73000.0
204,Female,38.0,1eed89c11cc749a4bb93d8cef032821d,74000.0
205,Female,61.0,3f279ee9fd0d4195b0b9574ce0ae6923,82000.0
206,Male,52.0,2d40e25b82b94b37bbad2332e90a1034,92000.0
207,Female,50.0,9df2790f060d430e94f17189042e5671,70000.0
208,Female,54.0,ae47fbe72b274838a2093c3e91bc03dc,118000.0
209,Male,75.0,018b8f83176d471db63d9733c741fc8a,109000.0
210,Female,25.605812900409497,d2e88e95c0ae41c0980e4cfc10d162d8,73000.0
211,Female,64.0,aa4a681ea192401ab469b616f8fe6885,38000.0
212,Male,54.0,ae40f2f496e84ed29e7638b0bccee9a4,99000.0
214,Female,21.45923121771305,5a3d291f75984396b6eb2800206ec716,72000.0
216,Female,26.663165545600673,bf2c086d4c4049289df1e0c8ea08f55c,45000.0
217,Male,34.0,5b9c1a35c0144b6ab584e666dec7c531,67000.0
218,Female,44.0,ad3c443c9ce34aa38929b0a84cb14c04,53000.0
219,Male,22.625629681038557,688e4f2487d44ad8bbcc0f96936f42d6,106000.0
220,Male,58.0,73c157a4b8e342fcb5d8479d8cb41e81,95000.0
222,Male,47.0,e737ff591120415581ddbe817b8c82ca,74000.0
223,Male,60.0,9cb34ff9de694c578154da3efc9915db,59000.0
224,Female,22.01996000353895,32189735a963491082e35dd4c3221690,54000.0
225,Male,74.0,4e5923e5deab4d5cb1624a0b1cc9909c,103000.0
226,Female,28.07755166898135,2c5c71b7bfaa4e3e8088fc177e6e559b,101000.0
227,Female,68.0,307245a5204947e5a9f952daffcad5f2,62000.0
228,Male,63.0,eb834c09384149e88983526893d4d0cb,110000.0
229,Male,40.0,f93884685d214230bbc7c5f46aef121f,51000.0
230,Male,22.00820837783709,341276cb09ac42ad8473be091b52b082,99000.0
231,Female,71.0,18174519037241e9b1ddcb627ca4dc41,30000.0
232,Male,76.0,978d48db5c714a4490d904412f85b502,114000.0
233,Female,23.054097827636458,2f442d5255324bbd9438b8a213544532,96000.0
234,Female,63.0,044f41cfd98940119477d73c81f973a3,36000.0
236,Female,41.0,031387fa9cfd47e88f4e4b4b4cb71925,83000.0
237,Male,71.0,8c410d84af08408fb41f953c93ffac27,56000.0
238,Female,44.0,09e7e40eb89943458f4f79fe2e023dd6,36000.0
239,Female,25.0,97b2476046874de3975e8feee95a1f98,73000.0
240,Female,27.0,0ad8a9771c59432f9641e48212b2ccb9,70000.0
241,Female,67.0,2a01c11fdcc441bcbdc842c35adccb2f,106000.0
242,Male,77.0,78e9be059fce46a1b610f74e0e812a4a,80000.0
243,Male,68.0,ad4fd34e9f7e4fd9ae627edd73ca2081,66000.0
244,Female,37.0,0e4e14ea66044a9eaee0b5efbff6ca62,64000.0
245,Female,55.0,ace4a7611da040748d1722cda25b6280,60000.0
246,Female,30.0,c894971c9e414a358b84255199727636,54000.0
247,Female,51.0,e277228d77a64ab896d6dd6d88f970d3,54000.0
248,Male,47.0,f20277feaaca40b1ae9295a1d897fcb8,92000.0
249,Female,49.0,6f04a68e93df44d1b2329a399016452b,48000.0
250,Female,32.0,27aa749a6f5f448e91327028a2ac7fb5,38000.0
251,Female,30.0,ba9fb3e4a7084361914c1647d871d27e,69000.0
252,Female,47.0,00c6035df45840038a72766c6d27a0db,86000.0
254,Female,34.0,fffad4f4828548d1b5583907f2e9906b,34000.0
255,Male,29.309700852625113,a1ad0bbe76f8403786baa50ff845bc42,101000.0
256,Male,28.755575501135688,50fb5c0c6b1b4f43bd5f4a818dddb513,71000.0
257,Male,75.0,a97e6f33219c432db82acfa0d19c602d,69000.0
258,Male,76.0,c6a2cd4fdc104ea5896ac60300f6842d,71000.0
259,Male,27.549692914420305,4c0b938c4e994b168f0062d7dbb79796,59000.0
260,Female,58.0,4de38d89a91c4286a583085d909817f9,70000.0
261,Female,23.0,5ad59daa0d6b41f0a0c115443c1d8828,49000.0
262,Female,58.0,2b91e3c00a424185ab261b2a204c9718,53000.0
264,Male,64.0,23bc15e276d247669fd7d1c08a8fb678,95000.0
265,Female,72.0,da6c95e567f94dfdb54c16073807fcfe,39000.0
266,Male,66.0,fae3fbe975cc4421b853947d7448904e,72000.0
267,Male,49.0,7798d98a070845328d838312b65ba846,68000.0
268,Female,43.0,b21beefac7b6488f8384774c4d90faca,71000.0
269,Female,58.0,932715eb8a33450c83c1557c99968c7b,39000.0
270,Female,43.0,cac7e2d5e1f444debdbebcb02a9d6d3d,76000.0
271,Male,56.0,203831402e2b49a8bf1fa35263f17165,87000.0
272,Male,69.0,816f33d96b624c84a890f87694ac4172,118000.0
273,Female,60.0,d0be9ff460964c3398a33ad9b2829f3a,94000.0
274,Female,28.878934531938643,327d08559d564f13b6aaf681700c2e6e,70000.0
275,Female,42.0,c610bd00615c41079c7a1a33f76d9228,91000.0
276,Female,75.0,716cff13fcd44dc2a96c138950dc48bd,71000.0
277,Female,62.0,c05652fa9d2c4fac9a010ea5a9310c86,73000.0
278,Male,55.0,fbc039723b044dfd8a1723a976d667d9,54000.0
279,Female,65.0,e1103f6b4c444f84b65f856738c0f60c,39000.0
280,Female,52.0,b6905df3630b4137b077b6e1b4b21d75,46000.0
281,Male,30.0,2c3a4de659584bed8d27cfd865f06928,40000.0
282,Male,74.0,28416e7d96d746fb9c1fb8223d9e4914,75000.0
283,Male,25.86262506450269,24c1287eb7a84cfd80472a82e05b1d57,63000.0
284,Male,26.0,a4579681ffca49cfbff6f5453a49bf76,40000.0
285,Male,56.0,8a04ab4063e94628b5bbd86781639430,53000.0
286,Female,50.0,393e6938e7eb46cb86bcb04f231efc0f,90000.0
287,Female,73.0,62fb072537a647a89f99fb9ea66a7c00,95000.0
288,Male,49.0,0acaa564f18b418ba642e2a4ff3e028d,74000.0
289,Female,37.0,585fb2dc600d4a0f912d8911aba11203,50000.0
290,Female,65.0,9b0e7b326e314b758369c2f794566eb3,57000.0
291,Male,64.0,aec532a91d9948cb828cc657fa27fce2,81000.0
292,Male,48.0,9c64321646bf40f6ad1bc98864eaa6b8,53000.0
293,Female,20.0,4e6eb10de9744995be7496f5b1cc7bcf,32000.0
295,Female,46.0,e89dce9d75634dc5bf1df0a0cea0f316,40000.0
296,Female,24.0,e08a264dc9a54efca07e1cf7e9b38480,69000.0
297,Female,71.0,a4ac99af1b7f4344b734ac07592ab717,95000.0
298,Male,50.0,f8362fcaa42248fca2a2a174951a954a,78000.0
299,Female,37.0,676506bad68e4161b9bbaffeb039626b,92000.0
300,Male,57.0,b7658a8eab2f42668a9d66499b001e88,81000.0
302,Female,52.0,a8719d4d305444579b2d2c1b777c3417,85000.0
303,Female,41.0,bd215efd787d4305a006a56154fbcb67,41000.0
304,Male,66.0,f5e59835627a49a0b13c4183522225d4,74000.0
305,Male,66.0,f970eafddcb34154aa4d646b4a71ca34,87000.0
306,Male,68.0,c4a3c86c7b5541cf83d443c2a89e5b5a,120000.0
307,Female,20.0,4bbcb71a7f75455e9957413cf743fef7,70000.0
308,Female,43.0,9ef935700f384fefa0e1a34f92555abd,42000.0
309,Female,73.0,32fbf97e89274e8a935903f2ad095e1f,38000.0
311,Male,42.0,68081ac19eae44ba99b47c8e1d4161a4,56000.0
312,Female,25.605159954971462,b268f71b99b94e1485ed1ccd4c20007b,110000.0
314,Male,70.0,01ef4c6618b64334a15914ff9963eaac,92000.0
315,Male,42.0,7a7aece75d5347bd869fbcf707aea6b1,71000.0
316,Female,48.0,8f7dd3b2afe14c078eb4f6e6fe4ba97d,62000.0
317,Male,53.0,8b5ae6d6547745d5adae0b0828de3f7d,93000.0
318,Female,64.0,66ccb31b29da4e9db3337fcfd5039c17,67000.0
319,Female,23.434974707206663,dd0fe73d5e7b46e98304b1643394fe9e,90000.0
320,Female,51.0,b0be9b4679204f82b937260a08e54eb0,55000.0
321,Male,45.0,713a1ea744ee4267a741645078845eac,88000.0
322,Male,48.0,f8756fc0eea24e7ba3ccd846efc4d0d5,105000.0
324,Male,54.0,01e8739670a042b3877f8e843bdf55a7,119000.0
325,Female,52.0,5e97488a58c641ea8ecb05a8e27fddc4,48000.0
326,Female,28.0,e6590c7f954f4ff482c069b45070b351,68000.0
327,Female,69.0,bb9cf26ad43044a3b0dd90c22bbd05d1,47000.0
328,Female,73.0,0861b9ca31b741bb8b411b18f82d18f6,92000.0
330,Male,67.0,eefbc1aac05142aeb0ce661d3a19ae48,71000.0
331,Male,76.0,cc40aaa447054294a86c75d79881e35a,34000.0
332,Male,55.0,c34eaeb9e68248c382e4483328bb9867,53000.0
333,Male,28.4926572676286,69b02748e2864894b9a425d079d806ca,83000.0
335,Female,57.0,717a423a31284ce1b767cad1c471d968,41000.0
337,Male,54.0,ca900921cfdd4b11a432df6f46a3e26d,70000.0
339,Female,58.0,b4a4a6b9648a45baa15f438ffb5565e9,73000.0
341,Female,49.0,1e78f244cac34e758dff086f30dbc1be,39000.0
342,Male,73.0,07ebe89c877e4328b60f4e5676452ee1,79000.0
343,Male,58.0,371d6b3a983547709252bbbcbedda147,76000.0
344,Female,51.0,ea8a1cb1c56e42e4807e9ec27b95b97b,70000.0
345,Female,74.0,709189c4727342a782cd28ad41c1b316,78000.0
346,Female,53.0,c0f9e4bb1f3a4d30a34f5a835b2c97ea,95000.0
347,Female,61.0,9e0369f1045443c2a83a423920155ab3,32000.0
349,Female,41.0,acc3bb69130c45aca141e8aa86f41b42,55000.0
350,Male,64.0,8899cbcaf33d4e4d87a3f761b5ff8cf2,95000.0
353,Female,42.0,cda87c53c8434854b78be68c0cde4848,75000.0
354,Female,50.0,be2b393781594f4da055ef99b4d95e48,57000.0
355,Female,60.0,e8f6590b4991479eb898457e8ebf4890,56000.0
356,Male,57.0,7da4476ec7234c0fa8f05d2336669212,83000.0
357,Male,39.0,a0f63f6e1285445dbbdcc5d4943c843f,54000.0
359,Male,57.0,b3ad8755d0ac47faa6e9c10954fec6a4,67000.0
360,Female,57.0,fe23d94e175742209abf65cfbc684153,71000.0
361,Female,68.0,4c51ba3886b84781996ca15d42af505d,51000.0
362,Male,21.447064319257116,813f7ade94c14226b49b3ec4ace58718,114000.0
363,Male,35.0,ee8eccee44354ee38eea7b4704514136,72000.0
364,Male,28.68504093485385,58ad7189fe54463fa221873e553f3173,72000.0
365,Female,56.0,1e917541b9324d93bde2bf5ec7ee21a7,72000.0
367,Female,29.454888707535527,4786c65ce3d944c09d1562bf9363541a,81000.0
368,Female,62.0,a7456960b600412fa516433d4821361c,39000.0
369,Female,63.0,ce9ccae3451247fc98667ef67857b116,58000.0
371,Female,67.0,62274260252f4b04962ec2f85295b447,56000.0
372,Male,68.0,4c1c14245a1f4b138ae662fe2243342f,50000.0
373,Female,55.0,9bd8945dd46d4e55b6504a0a0878ed51,73000.0
376,Male,24.0,c93f9619abd642a684bd79953cef992c,59000.0
377,Female,40.0,508e507b462a4f6cb3dd48bcd3118521,39000.0
378,Female,21.99997310937043,e3cd0a0e1af5463d9cc4d18e4b7b8b63,61000.0
381,Male,63.0,9ddafd9acd6e441a8ebf8845e2ac5319,41000.0
382,Male,59.0,0e72fad934a74c2c97a98c525d64f738,59000.0
383,Female,49.0,0d0a9ca9281248a8a35806c9ae68f872,42000.0
384,Male,61.0,d11e7279219b418eb0133758d88ee285,99000.0
385,Female,42.0,6be0513109fe4d738e2af7fb252fefb7,57000.0
386,Female,58.0,90a221d6183c49d68dd6b2d17e67b2ba,36000.0
387,Male,48.0,b3a5a87d9e1d4bc48f38945c8f4d5a2a,44000.0
388,Female,35.0,027596e6ed19471392923eb833b25fd3,64000.0
389,Female,36.0,f5b84c63d6514f02bed8258e627f172d,31000.0
390,Male,41.0,5084c3bf96464d63bc54f298ce45aef0,100000.0
391,Male,23.80405547630702,0872d0fa41104fcaaf143ddc1b81a420,73000.0
392,Female,53.0,4cbe33c601a5407f8202086565c55111,87000.0
394,Male,53.0,63682fd0e2454fe098a3aad2c76e0054,97000.0
395,Male,20.17286489799173,85727ebd2e324b60839c149682294ba7,48000.0
396,Female,25.0,4cce01bbc3d742c994f654f8c1ecd6b4,66000.0
397,Female,63.0,b330ad2e97ca455badff7121614b225d,119000.0
398,Male,63.0,611846bccd6b4c35ba48ed6b165b2c2d,66000.0
399,Male,56.0,06b99e8cc24b426f8a578c749974b88a,109000.0
400,Female,43.0,e262142cfb3f4c87ab26ba7dd09562aa,59000.0
401,Male,58.0,78364f0145d342c2bd44a169cfb9c332,58000.0
402,Female,59.0,1e90d5a75b1d47e6ac495c37399705da,59000.0
403,Female,49.0,c7456a584a65425188c13311390e53c5,104000.0
404,Male,63.0,b432b74402bb4981a4651c8df1670365,70000.0
405,Female,42.0,d6e40d21be454a08853aeafbd3532647,94000.0
406,Male,52.0,b6874ec74838469482e7bcce0251acdd,57000.0
407,Male,57.0,a04fcfd571034456aaa6d56c0a3fd9b6,37000.0
408,Male,56.0,16ed3ce3996c4f729d597126b8200203,59000.0
409,Female,21.51046237881817,79d6e0ec46a8486a9df7b24552be074b,87000.0
410,Female,43.0,dce9bfaf37e64b75b5c40866cfe71c80,52000.0
411,Female,54.0,09e73eeb14874fe69467f8c123091f50,70000.0
412,Female,28.0,42e511d82add46d4b0038ab71015f1b5,73000.0
413,Male,57.0,f26062d4f14f464eb345f487f0e912d4,95000.0
414,Female,71.0,3f297d8938564fdbbcd73db63bc8ce54,67000.0
416,Male,64.0,cffd46a4ad444357a62f3929cd07a072,112000.0
417,Female,20.0,576e6eed3c6a4ac682ebd35b7ea672f4,49000.0
420,Male,36.0,55c69bafc66d4bf6a7df7f1f752c1b38,58000.0
421,Male,45.0,b427c95a76904412885fa43e1b6db748,99000.0
422,Female,71.0,aec66f67b80548d29897b26f83d139de,65000.0
423,Female,67.0,6e43570e4517416cb3bcadd49d3da70f,89000.0
424,Male,72.0,5fc96150a4994e3c982e723d06d35e8b,81000.0
425,Female,51.0,227f2d69e46a4899b70d48182822cff6,100000.0
427,Female,48.0,d2d8012642ec43e09c18dd814bd1ec6c,68000.0
428,Female,53.0,bf60d102f38c4f2aacb09c2df487b7fc,60000.0
429,Female,25.0,75da3f6ef64b4bdebc1045dfa2bbb546,53000.0
430,Male,23.237668276583697,3115295d227b45ba918d691687350672,85000.0
431,Female,19.0,80712efd45a84787b08074798ac40429,32000.0
432,Male,28.0,30333ea9ee1e4405adf1b5c54dd60553,49000.0
433,Female,56.0,bb0f25e23a4c4de6a645527c275cd594,76000.0
434,Female,44.0,81d1298cca294146801c6c086a616399,37000.0
435,Female,25.0,76919022666747ffb747b52151ba992b,40000.0
436,Male,61.0,4866a2c8fedd46b98dc2c695f8cc5840,78000.0
437,Female,34.0,09020cacd73b48a7b1d1310dd9ca004b,59000.0
438,Male,41.0,597bcbdab11c4236aaf895ca94d9aa60,37000.0
439,Female,44.0,b8dc729c581045a59f2186c210c5a06c,51000.0
440,Male,51.0,d7282e3f7eec4cc5a38212189af80d2e,92000.0
441,Female,47.0,8b5f5a1b1c43427ba7fb1e8e307a05e3,44000.0
442,Male,63.0,055a06b9a6ad42fcaa1fe7706b5e21aa,70000.0
443,Female,62.0,fc41f98eaccc4c6e9ba3d3361714c527,61000.0
444,Female,66.0,3f244f4dea654688ace14acb4f0257bb,71000.0
445,Female,62.0,05dedca5b2034055a64979a2c28b3477,70000.0
446,Female,20.083050980867664,93893ec00b5346228088f867e6164b1e,88000.0
447,Female,43.0,ff298e06fee240039dfd761a0a2ea25e,58000.0
